,original_title,adult,budget,belongs_to_collection,production_companies,runtime,year,quarter,quarter_1,quarter_2,quarter_3,quarter_4,country_AE,country_AF,country_AO,country_AR,country_AT,country_AU,country_AW,country_BE,country_BG,country_BO,country_BR,country_BS,country_BT,country_BW,country_CA,country_CH,country_CL,country_CN,country_CO,country_CS,country_CZ,country_DE,country_DK,country_EC,country_ES,country_FI,country_FR,country_GB,country_GR,country_HK,country_HR,country_HU,country_ID,country_IE,country_IL,country_IN,country_IR,country_IS,country_IT,country_JP,country_KH,country_KR,country_KZ,country_LT,country_LU,country_MA,country_MC,country_MT,country_MX,country_MY,country_NL,country_NO,country_NZ,country_PA,country_PE,country_PH,country_PK,country_PL,country_PR,country_PS,country_PT,country_PY,country_RO,country_RS,country_RU,country_SE,country_SG,country_SI,country_TH,country_TN,country_TR,country_TW,country_UA,country_US,country_UY,country_VE,country_ZA,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,productivity_binned_binary,productivity_binned_multi,company_columbia,company_metro goldwyn mayer,company_new line cinema,company_paramount,company_relativity media,company_touchstone,company_twentieth century fox,company_universal,company_walt disney,company_warner bros
97020,RoboCop,0.0,0.333319999733328,True,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",0.30177514792899407,0.9705882352941195,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,goodProductivity,1,1,0,0,0,0,0,0,0,0
97365,De rouille et d'os,0.0,0.06498129962599251,False,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Les Films Du Fleuve', 'id': 1926}, {'name': 'Vlaams Audiovisueel fonds', 'id': 3132}, {'name': 'Canal+', 'id': 5358}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Page 114', 'id': 11779}, {'name': 'Lumière', 'id': 11793}, {'name': 'Lunanime', 'id': 11794}, {'name': 'France Télévisions', 'id': 11795}, {'name': ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'id': 11796}, {'name': 'VOO', 'id': 11797}, {'name': ""Région Provence-Alpes-Côte d'Azur"", 'id': 11798}, {'name': 'Département des Alpes-Maritimes', 'id': 11799}, {'name': 'Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia', 'id': 11800}]",0.36390532544378695,0.9509803921568647,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,0,0
97430,The Man with the Iron Fists,0.0,0.049980999619992396,True,"[{'name': 'Arcade Pictures', 'id': 11112}, {'name': 'Iron Fists', 'id': 11113}]",0.28402366863905326,0.9509803921568647,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,0,0
97630,Zero Dark Thirty,0.0,0.1333159996533264,False,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'First Light Production', 'id': 20344}]",0.46449704142011833,0.9509803921568647,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,yes,goodProductivity,1,0,0,0,0,0,0,0,0,0
98357,Broken City,0.0,0.11664899964665959,False,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Inferno International', 'id': 7415}, {'name': '1984 Private Defense Contractors', 'id': 8532}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Envision Entertainment Corporation', 'id': 11030}, {'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Leverage Communications', 'id': 25790}]",0.3224852071005917,0.9607843137254903,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,no,unproductive,0,0,0,0,0,0,0,0,0,0
98399,Stand by for Action,0.0,0.004646759601858704,False,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",0.3224852071005917,0.264705882352942,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,yes,goodProductivity,0,1,0,0,0,0,0,0,0,0
98548,People Like Us,0.0,0.05331439962132576,False,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Touchstone Pictures', 'id': 9195}]",0.33727810650887574,0.9509803921568647,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,unproductive,0,0,0,0,0,1,0,0,0,0
98566,Teenage Mutant Ninja Turtles,0.0,0.416654999766662,True,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Platinum Dunes', 'id': 2481}]",0.29881656804733725,0.9705882352941195,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,yes,goodProductivity,0,0,0,1,0,0,0,0,0,0
99627,"East Side, West Side",0.0,0.005826783202330713,False,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",0.3195266272189349,0.3333333333333357,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,yes,smallProductivity,0,1,0,0,0,0,0,0,0,0
99861,Avengers: Age of Ultron,0.0,0.8333299999333319,True,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Revolution Sun Studios', 'id': 76043}]",0.41715976331360943,0.9803921568627452,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,highProductivity,0,0,0,0,0,0,0,0,0,0
100042,Dumb and Dumber To,0.0,0.11664899964665959,True,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Red Granite Pictures', 'id': 19177}]",0.3254437869822485,0.9705882352941195,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,1,0,0,0,0,1,0,0
100241,"I, Frankenstein",0.0,0.2166509996866604,False,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Hopscotch Films', 'id': 13788}]",0.27218934911242604,0.9705882352941195,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,0,0
100402,Captain America: The Winter Soldier,0.0,0.5666579998266631,True,"[{'name': 'Marvel Studios', 'id': 420}]",0.40236686390532544,0.9705882352941195,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
101173,Coriolanus,0.0,0.0333139996133256,False,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Synchronistic Pictures', 'id': 1260}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Atlantic Swiss Productions', 'id': 22310}, {'name': 'Hermetof Pictures', 'id': 23558}, {'name': 'Magna Films', 'id': 23559}, {'name': 'Kalkronkie', 'id': 23560}, {'name': 'Artemis Films', 'id': 23561}, {'name': 'Lonely Dragon', 'id': 23563}, {'name': 'Magnolia Mae Films', 'id': 44091}]",0.36390532544378695,0.9411764705882355,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,no,unproductive,0,0,0,0,0,0,0,0,0,0
101267,Katy Perry: Part of Me,0.0,0.03998079961599232,False,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'MTV Films', 'id': 746}, {'name': 'Insurge Pictures', 'id': 7377}]",0.27514792899408286,0.9509803921568647,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,goodProductivity,0,0,0,1,0,0,0,0,0,0
101299,The Hunger Games: Catching Fire,0.0,0.4333219997733288,True,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]",0.4319526627218935,0.9607843137254903,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,highProductivity,0,0,0,0,0,0,0,0,0,0
101557,Westward the Women,0.0,0.007323479802929392,False,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",0.34911242603550297,0.35294117647059053,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,yes,smallProductivity,0,1,0,0,0,0,0,0,0,0
102091,Take the High Ground!,0.0,0.0038667440015466973,False,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",0.29881656804733725,0.37254901960784537,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,yes,goodProductivity,0,1,0,0,0,0,0,0,0,0
102286,Fate Is the Hunter,0.0,0.008396834603358733,False,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",0.3136094674556213,0.48039215686274517,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,unproductive,0,0,0,0,0,0,1,0,0,0
102362,Dead Man Down,0.0,0.09998199963999278,False,"[{'name': 'Original Film', 'id': 333}, {'name': 'WWE Studios', 'id': 10339}]",0.34911242603550297,0.9607843137254903,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,no,unproductive,0,0,0,0,0,0,0,0,0,0
102382,The Amazing Spider-Man 2,0.0,0.6666599998666639,True,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Avi Arad Productions', 'id': 31828}, {'name': 'Matt Tolmach Productions', 'id': 53462}]",0.42011834319526625,0.9705882352941195,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,1,0,0,0,0,0,0,0,0,0
102651,Maleficent,0.0,0.5999919998399967,False,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Studios Motion Pictures', 'id': 3036}, {'name': 'Roth Films', 'id': 16314}]",0.28698224852071,0.9705882352941195,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,1,0
102899,Ant-Man,0.0,0.4333219997733288,True,"[{'name': 'Marvel Studios', 'id': 420}]",0.34615384615384615,0.9803921568627452,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
103328,Holy Motors,0.0,0.01331359960532544,False,"[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Canal+', 'id': 5358}]",0.34023668639053256,0.9509803921568647,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,0,0
103332,Ruby Sparks,0.0,0.026647199610658878,False,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]",0.3076923076923077,0.9509803921568647,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,0,0
103370,Madea's Witness Protection,0.0,0.0666479996266592,False,"[{'name': 'Tyler Perry Company, The', 'id': 3096}]",0.33727810650887574,0.9509803921568647,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
103663,Jagten,0.0,0.012646919605058768,False,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Eurimages', 'id': 850}, {'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'Film Väst', 'id': 74636}]",0.34023668639053256,0.9509803921568647,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
103731,Mud,0.0,0.0333139996133256,False,"[{'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Everest Entertainment', 'id': 10892}]",0.3846153846153846,0.9607843137254903,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
104430,Noah's Ark,0.0,0.0033300666013320263,False,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]",0.3994082840236686,0.1274509803921582,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,no,unproductive,0,0,0,0,0,0,0,0,0,1
105864,The Good Dinosaur,0.0,0.6666599998666639,False,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",0.27514792899408286,0.9803921568627452,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,yes,smallProductivity,0,0,0,0,0,0,0,0,1,0
106017,The Angry Hills,0.0,0.003946745601578698,False,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Raymond Productions', 'id': 14275}]",0.3106508875739645,0.43137254901960986,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,yes,smallProductivity,0,1,0,0,0,0,0,0,0,0
106646,The Wolf of Wall Street,0.0,0.333319999733328,False,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Appian Way', 'id': 562}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Red Granite Pictures', 'id': 19177}, {'name': 'Sikelia Productions', 'id': 23243}]",0.5325443786982248,0.9607843137254903,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,0,1,0,0,0,0,0,0
106747,Machete Kills,0.0,0.0666479996266592,True,"[{'name': 'Open Road Films', 'id': 10427}, {'name': 'Overnight Films', 'id': 10808}, {'name': 'AR Films', 'id': 11005}, {'name': 'Aldamisa Entertainment', 'id': 11006}, {'name': 'Demarest Films', 'id': 13241}, {'name': '1821 Pictures', 'id': 14358}, {'name': 'Quick Draw Productions', 'id': 25608}]",0.3165680473372781,0.9607843137254903,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,no,unproductive,0,0,0,0,0,0,0,0,0,0
107811,21 & Over,0.0,0.04331419961732568,False,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Virgin Produced', 'id': 8852}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'SkyLand Entertainment', 'id': 52337}]",0.27514792899408286,0.9607843137254903,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,goodProductivity,0,0,0,0,1,0,0,0,0,0
107846,Escape Plan,0.0,0.16664999966666,False,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Mark Canton Productions', 'id': 11761}, {'name': 'Envision Entertainment', 'id': 31832}, {'name': 'Boies / Schiller Film Group', 'id': 36212}, {'name': 'Knightsbridge Entertainment', 'id': 46961}]",0.34023668639053256,0.9607843137254903,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,goodProductivity,0,0,0,0,0,0,0,0,0,0
