id,budget,revenue
82505,6900000,40494035
82096,947000,1120000
70667,16600000,22842887
101267,12000000,32151701
62214,39000000,67082067
82507,3000000,87727807
76492,85000000,346903784
68734,44500000,181357591
86838,15000000,19422261
57089,30000000,23352752
80280,6400000,10148447
82990,5000000,119566574
94348,35000000,34588412
83542,102000000,130482868
61012,20000000,44386847
87826,42000000,73239258
64689,15000000,37470591
113947,1000000,9138338
82690,165000000,411435929
82693,21000000,214422941
87502,31000000,161772375
87827,120000000,609016565
97430,15000000,19721245
86837,8900000,29844753
72976,65000000,275293450
50620,120000000,832660037
60747,65000000,50950296
81188,145000000,303712758
85446,33000000,165552290
26168,1500000,19200
83389,22000000,61037844
76349,18000000,79914300
49051,180000000,222600000
97630,40000000,132820716
82654,35000000,116980662
44560,25000000,100292829
56338,4770000,2872928
82687,40000000,41860614
75780,60000000,218340595
68718,100000000,425368238
89492,35000000,88058786
80278,45000000,180274123
82695,61000000,441809770
121826,11000000,59520298
88042,25000000,119772232
76617,20000000,47241945
82682,60000000,105200903
139038,2500000,60141683
76640,45000000,37183273
132232,20000000,146428180
119283,35000000,17616641
60304,50000000,224803475
58244,60000000,22186956
150202,9000000,5127434
109421,30000000,63372757
109431,35000000,173965010
109491,60000000,60052138
47964,92000000,303723695
107811,13000000,45582380
98205,3500000,313387
112949,28000000,97594140
160220,350000,43465
123678,1000000,722274
70051,3500000,31487933
122857,11500000,1402307
68179,40000000,74597643
132344,3000000,23380979
134411,15000000,57824674
81005,195000000,197687603
146203,5000000,15179302
72559,130000000,375740705
86825,12000000,9356992
68728,215000000,493311825
49519,135000000,585164020
101557,2203000,3996000
158011,13000000,68572378
117263,70000000,161025640
30631,257000,387000
72710,40000000,63327201
109428,17000000,97542952
75612,120000000,286168572
4258,20000000,78378744
134374,26000000,86175291
44865,38600000,64076736
109414,32000000,120775360
68721,200000000,1215439994
64682,105000000,351040419
54138,190000000,467365246
116741,58000000,93492844
83664,882000,763000
77987,4800000,9743738
109439,103000000,82204000
82992,160000000,788679850
116711,100000000,268426634
82700,130000000,243843127
75656,75000000,351723989
49521,225000000,668045518
158015,3000000,89328627
159014,1000000,5892661
62211,200000000,743559607
68726,190000000,406744226
72190,190000000,540007876
68724,115000000,232388000
93456,76000000,832968325
117251,150000000,205366737
107985,20000000,46089287
136795,43000000,229930771
57201,215000000,260502115
49524,130000000,78324220
138843,20000000,259855274
77950,135000000,282570682
76170,120000000,413562477
146216,84000000,148075565
136400,61000000,131940411
160588,18000000,99206215
76285,90000000,198510000
77931,105000000,347545360
138832,37000000,269994119
109418,80000000,225917503
59859,28000000,63297114
87421,38000000,93628894
151960,50000000,219788712
149870,30000000,136454220
123553,60000000,90565421
132363,30000000,176598908
122906,12000000,87100449
51166,450000,3000000
211954,5000000,99067206
164558,10000000,68532898
49047,100000000,716386615
146233,46000000,122126687
91586,5000000,161919318
96721,38000000,90247624
112205,30000000,78418811
109417,20000000,16549477
129670,12000000,17654912
138697,3000000,30450756
146238,30000000,62675095
109451,78000000,274325949
86004,7395080,16115728
109424,55000000,218791811
106747,20000000,15008161
107846,50000000,137328301
133805,30000000,84790678
109091,25000000,71009334
39468,8300000,11135340
39264,760000,1803446
39466,10300000,16143550
76203,20000000,178413838
152747,9000000,13627519
80274,110000000,125537191
208134,15000000,151831537
76338,170000000,644783140
152532,5000000,55198285
175574,55000000,110387072
12636,8500000,14122958
137093,28000000,134402450
205220,12000000,100112825
203833,19000000,57525262
146304,17000000,72835710
101299,130000000,864912963
57158,225000000,209000000
64686,175000000,151783839
146239,26000000,70541159
109445,150000000,1169244858
86829,11000000,32935319
106646,100000000,392000694
192136,35000000,27984870
152737,25000000,73745738
168672,40000000,251171807
116745,90000000,188133322
152601,23000000,47351251
193756,40000000,154802912
140823,35000000,100490208
49852,90000000,16178959
109443,50000000,172952707
110415,39200000,86758912
82679,14000000,11417362
64807,40000000,44907260
229296,5000000,10584761
227348,5000000,90904854
39516,600000,1000000
168530,25000000,153262184
137094,60000000,135511030
157350,85000000,274945239
92834,3000000,13954476
100241,65000000,68390918
152760,70000000,159231620
137106,60000000,468060692
97020,100000000,242688965
83665,1674000,4270000
144336,35000000,17508518
137321,60000000,30800231
81699,3637000,4875000
120467,25000000,174600318
187028,2100000,882543
157336,165000000,675120017
192102,28000000,52597999
225574,50000000,222809600
53182,110000000,331114051
82703,145000000,98007057
136797,66000000,203277636
235260,22000000,70949793
100402,170000000,714766572
86834,125000000,320014552
227783,42000000,122529966
142159,290000,596000
188207,70000000,61402445
145220,50000000,80383113
190955,25500000,2415472
193612,200000,17834867
102382,200000000,703664064
157547,5000000,35246293
249660,2000000,63838966
161297,433000,1110000
172385,103000000,500188435
157353,100000000,90022309
236751,12000000,101332962
193610,40000000,194384548
184345,4000000,25340200
76649,80000000,117831631
195589,18000000,268157400
49158,750000,3000000
205601,10900000,16538759
152599,16000000,5867686
240832,40000000,458863600
127585,200000000,748121534
124905,160000000,507916740
59981,70000000,17001027
212778,11000000,44099145
232672,40000000,126794610
198277,8000000,63464861
102651,180000000,758410378
188161,40000000,85989748
137113,178000000,364142247
262391,13000000,174100000
177677,150000000,682330139
91245,1201000,2362000
222935,12000000,271613643
187017,50000000,331333876
156022,55000000,191254738
82702,145000000,621537519
194662,18000000,103215094
85350,4000000,43237465
184098,24000000,70181428
91314,210000000,1091405097
218836,50000000,153765787
226486,20000000,100375432
244786,3300000,48982041
210577,61000000,338819589
119450,170000000,708835589
41517,24000000,35000000
184346,30000000,87937815
225886,40000000,126069509
238636,9000000,110602999
118340,170000000,774176600
138103,90000000,204200583
184315,100000000,244819862
157849,15000000,31554855
231576,6000000,5483299
243683,45000000,86165646
60287,2000000,11046332
228194,22000000,88880821
151310,1754000,3215000
76757,176000000,183887723
98566,125000000,477204754
193893,17000000,138224951
189,65000000,39407616
249164,11000000,78874843
282813,6500000,16861137
216282,50000000,159702194
244517,1000000,400194
154400,12600000,18658381
198663,34000000,334367824
170687,60000000,107668464
190859,58800000,547426372
250546,6500000,252427366
49017,70000000,217124280
245891,20000000,78739897
62655,3959000,2500000
205587,50000000,75590889
228150,68000000,211817906
239563,13000000,54837234
218778,28000000,100654149
242512,5000000,103590271
242582,8500000,38697217
177572,165000000,379608958
228326,50000000,99783556
264660,15000000,36869414
92401,700000,8000000
87492,24000000,15920642
95874,316000,925000
77951,80000000,130580730
75258,35000000,67537798
25475,30000000,8582265
17699,10000000,24600000
203793,30000000,68245261
205596,14000000,215528230
171274,20000000,11110975
131631,125000000,752100229
77412,496000,523000
20675,230000,202000
147441,140000000,267281936
265195,3300000,36353750
100042,35000000,169837010
17808,10000000,37579689
266856,15000000,123726688
119892,100000000,181900000
205775,100000000,93820758
135397,150000000,1670400637
227159,42000000,107645357
34651,1373000,2096000
109441,2495000,6140000
270946,132000000,373543611
256917,22500000,14747799
284293,5000000,43884652
116149,55000000,219108482
294254,61000000,312268954
122917,250000000,955119788
273895,20000000,66787908
227306,65000000,161459297
172391,20000000,27187375
228970,15000000,40037009
87093,10000000,21059366
224141,50000000,213116401
228967,44000000,12342632
207703,81000000,403788617
181533,127000000,360345402
51017,25000000,54161287
63727,1800000,3164300
68737,95000000,110623265
196867,65000000,134611262
276918,5000000,2743753
198184,49000000,104399548
260346,48000000,267078000
87101,155000000,440603537
208763,26000000,39539416
54518,13000000,99036827
181330,2500000,32318051
270303,2000000,10100000
242452,5000000,78547586
25550,596000,645000
44766,1538000,2795000
5201,322000,543000
76341,150000000,377636354
280092,10000000,112983889
140607,245000000,2026638964
68735,160000000,433537548
99861,250000000,1405035767
166426,230000000,789856696
102899,130000000,519445163
166424,120000000,167977596
293660,58000000,782612155
283995,200000000,817495020
271110,250000000,1153296293
284052,165000000,656981341
246655,178000000,281493524
116780,361000,555000
206581,267000,390000
176216,1768000,665000
45800,1144000,7089360
19183,750000,4000000
108812,1841000,1420000
26838,1844000,2618000
65546,250000,515000
106017,1190000,1285000
164372,7000000,14000000
93061,300000,3000000
208434,1600000,1200000
175681,1789000,4650000
115111,1312000,228000
145691,1707000,2550000
46193,1128000,3427000
210860,60000000,30418560
216015,40000000,570489358
227719,12000000,32248241
48156,1008000,1100000
66966,750000,2500000
273248,44000000,145367357
286565,12000000,85512300
256591,50100000,153962963
228165,74000000,323436538
268238,10000000,90384306
309302,38000000,125784988
265712,35000000,183442714
150689,95000000,543514353
243688,35000000,36410582
266647,150000000,128388320
262500,110000000,297276329
228161,135000000,386041607
168259,190000000,1515047671
277685,1000000,64056643
181283,50000000,12951093
257091,40000000,111811453
263109,25000000,106031284
31448,1800000,22000000
304357,11000000,61619773
50220,8000000,17972898
158852,190000000,32900000
256961,30000000,107588225
282631,9500000,138342258
254128,110000000,473990832
304410,11000000,73948603
249070,35000000,82347656
44683,35000000,10872752
254470,29000000,287506194
258480,11800000,40272135
286217,108000000,597353138
238713,65000000,236400000
13179,50000000,9199510
271718,35000000,140795793
9288,15000000,909822
127564,2121000,2983000
300168,65000000,123928485
132316,7217600,26524680
188222,30000000,49263404
150540,175000000,851458049
131634,160000000,646349007
257344,88000000,243637091
262504,110000000,179246868
259316,180000000,721605251
280996,10000000,29355203
328111,75000000,875457937
111237,11000000,7200000
274854,90000000,140396650
287903,15000000,61788393
297761,175000000,745173191
47933,165000000,373011936
188927,185000000,201614916
79464,10920000,19660000
214756,68000000,215863606
211672,74000000,1157275017
19386,2000000,7886848
105864,200000000,331926147
261023,53000000,99775678
206647,245000000,872474269
63315,9000000,1596232
225728,15000000,12601706
296099,31000000,104884188
209112,250000000,873260194
24686,3500000,10276963
264999,14800000,122513057
278927,175000000,947598026
303857,5000000,61768190
203801,75000000,109845109
300671,50000000,69411370
182560,20000000,5090852
281957,135000000,289859162
256040,18026148,25200000
307081,30000000,91970827
273481,30000000,80190063
257211,35000000,194564672
264644,13000000,21989069
298312,5000000,98450062
277216,28000000,201634991
274479,60000000,101134059
228066,40000000,34140474
276907,30000000,42642077
263472,2500000,5214043
253412,55000000,202394678
314365,20000000,63544526
343059,30000000,53246837
159824,80000000,449400480
309809,81200000,97571250
297762,149000000,821631771
68730,46000000,23737523
296098,40000000,160919547
32226,3926842,3484284
360339,2000000,1100000
270487,22000000,62429013
257445,58000000,131877449
320146,1000000,61422
264401,5000000,2700000
146301,10000000,78099553
335462,12000000,90000000
227973,99000000,246233113
312221,35000000,173567581
257088,105000000,133718711
299687,38000000,67065200
318846,28000000,69570882
329833,50000000,55969000
351819,5000000,7290620
340666,22500000,28443455
274167,50000000,240360392
266294,30000000,105929161
140300,145000000,198114054
329440,10000000,30687600
323675,40000000,90698542
319888,23000000,46152411
375290,4400000,6600000
321258,8000000,22797684
291870,27500000,25339753
300673,80000000,15265660
296096,20000000,188090083
17720,1025000,2060000
205584,140000000,142232704
336808,1400000,3411541
267860,60000000,195691140
269149,150000000,1023061245
258363,3000000,1607334
318850,18500000,7313697
299824,37000000,259361762
365222,36000000,156844753
44425,9370000,9705998
292214,200000,1200000
381890,60720000,517523800
301365,7000000,1333124
339984,13000000,73798720
315664,29000000,2080000
302688,18000000,26120000
296360,3000000,13848959
118517,2065000,3305000
290595,115000000,164602163
374465,2100000,282382
378236,50000000,200405914
440597,12000000,14053908
417870,19000000,114651938
120831,488000,731000
48959,1000000,12000000
20,2500000,12267275
28,31500000,81250488
55,2000000,20883834
68,15000000,9930649
78,28000000,33139618
80,2000000,11217346
100,1350000,28356188
103,1000000,28316211
104,1750000,22879194
107,10000000,83593107
141,4500000,7510877
186,27000000,55495466
219,9400000,87226613
226,2000000,20741000
243,20000000,47881663
291,2600000,3292333
292,3000000,12051924
302,7800000,24021282
311,30000000,5564014
319,12500000,12309980
321,5500000,6148823
338,6400000,79384539
398,7000000,49924079
431,250000,8969065
436,3200000,14441158
445,8000000,19891331
451,4000000,49800000
455,5600000,74566042
470,20000000,59667625
480,1200000,27025600
492,13000000,32382381
577,20000000,27688744
613,13500000,93631744
627,3100000,71558971
639,16000000,92961960
650,6500000,56200634
747,5000000,30332385
769,25000000,46777347
844,12000000,19287485
868,3000000,11537539
907,11000000,111859493
979,5400000,8133256
985,100000,7012524
1024,5000000,5438120
1088,4300000,39374600
1123,14000000,5782198
1257,39000000,69538833
1262,30000000,53572822
1266,20000000,65454793
1282,400000,1600566
1365,4000000,43766463
1382,2000000,9615464
1408,92000000,18517322
1412,1200000,36741667
1427,63700000,133603463
1429,4500000,25344490
1435,400000,1162014
1546,4000000,1919197
1585,3180000,9576159
1590,11000000,6586324
1599,22000000,20034713
1808,9000000,4313644
1832,10000000,43948865
1850,52000000,47407635
1874,30000000,2717302
1878,18500000,13711903
1901,26000000,63489752
1948,12000000,43924923
1950,55000000,6521829
1956,7000000,719699
1969,35000000,19282590
1989,10000000,22198996
1997,72000000,62176754
2011,7300000,25397460
2074,7000000,16149180
2084,13000000,8130727
2110,15300000,7000000
2116,50000000,55489826
2185,45000000,8488871
2196,20000000,46790428
2207,45000000,65595141
2252,50000000,56077088
2255,250000,15155095
2287,700000,4857731
2292,27000,3894240
2294,22000000,33762400
2295,5000000,27342246
2312,60000000,13233220
2335,17500000,60865364
2360,4000000,27786849
2539,75000000,54344321
2577,7500000,1788324
2610,7500000,11758418
2652,950000,8267066
2757,18500000,32531759
2771,2000000,8685632
3062,439000,2281000
3082,1500000,165049
3170,858000,268000000
3291,7000000,56586901
3489,30000000,32955399
3635,12000000,43281552
3877,16000000,8120148
4170,12000000,1513388
4251,7000000,7017859
4515,35000000,63211088
4599,50000000,49928680
4638,16000000,81742618
4657,10800000,2862544
4771,19000000,34352162
4816,2000000,10672492
4836,6500000,11745931
4911,15000000,12262065
4912,29000000,33013805
4912,29000000,33013805
4942,58000000,41348628
4951,13000000,60414025
4953,20000000,30894247
4960,20000000,4383538
4965,40000000,7974607
5072,10000000,5950002
5123,25000000,66015869
5125,27500000,26939925
5126,27000000,9352089
5137,70000000,49730854
5653,35000000,32738814
5718,10000000,1165102
5723,150000,23344056
5852,38000000,29544532
5915,20000000,56822960
6020,12000000,12516222
6022,30000000,12885574
6575,35000000,20606053
6687,15000000,6379575
6973,23000000,24489150
7233,45000000,17492014
7301,500000,602789
7501,15000000,12419700
7509,3000000,11322573
7510,12000000,8706701
7512,2400000,500296
7553,1125000,18673274
7859,700000,4911725
7863,5500000,36663895
7870,8000000,973443
7913,5300000,29197694
7942,10000000,33512260
7944,1000000,16173879
8046,54000000,7126002
8090,35000000,52649951
8141,4000000,3858964
8293,8000000,26317943
8321,15000000,34533783
8329,2100000,23266821
8386,12000000,31222395
8390,7000000,55617866
8427,70000000,60279822
8456,21000000,39319801
8457,40000000,49686263
8545,6000000,21787233
8669,12000000,5295909
8675,1000000,627287
8780,30000000,64170447
8847,5000000,332120
8885,2000000,13912289
8895,4000000,384244
8915,40000000,19756077
8942,300000,1416046
8952,13000000,23014027
8953,20000000,10468867
8981,4600000,3099369
8988,25000000,11229035
8991,750000,229250
8998,6500000,18110152
9003,1000000,14575148
9053,30000000,7755686
9089,20000000,22119269
9099,39000000,37956589
9260,12000000,4606284
9270,450000,4243996
9275,50000000,8374062
9280,35000000,16830252
9303,4500000,7011317
9352,25000000,20718223
9372,65000,22233808
9389,18000000,2401413
9424,15000000,19014238
9430,6500000,28383441
9443,5500000,57467731
9451,8500000,17202854
9452,30000000,29203383
9466,12000000,6200000
9469,25000000,22411948
9517,2100000,1381824
9541,35000000,37066129
9550,12000000,92863945
9555,7000000,16866928
9614,10000000,41004412
9672,13000000,2613717
9689,16000000,14839383
9701,30000000,23676771
9707,1000000,1492895
9709,1700000,4727375
9729,25000000,1415656
9766,30000000,41457834
9776,35200000,38283765
9781,16000000,5825314
9796,10000000,14321070
9824,68000000,33462011
9828,3700000,3355048
9839,60000000,11427090
9900,5000000,6590172
9918,30000000,42799060
9969,51000000,46815807
10012,35000000,25114901
10025,28000000,38159905
10028,18000000,62646763
10029,10000000,21094974
10030,25000000,59183821
10050,10000000,19860259
10069,20000000,23187506
10070,3200000,690872
10074,25000000,14334401
10075,15000000,6551310
10115,20000000,30399714
10139,20000000,57293371
10167,25000000,19233280
10187,21000000,17589867
10197,80000000,53508858
10215,6000000,58809149
10218,200000,6618578
10226,2850000,6435262
10288,8000000,456814
10362,12000000,16349034
10384,60000000,14816494
10390,50000000,46112640
10391,40000000,40435694
10410,35000000,28391473
10426,10000000,33526835
10431,25000000,40686409
10477,72000000,54616869
10529,50000000,1250617
10557,3000000,30438635
10560,18000000,21361109
10564,15000000,40862054
10569,18000000,29934477
10622,6000000,31716953
10633,2000000,24391108
10656,2000000,1663296
10683,3000000,5746453
10705,9000000,10176701
10710,20000000,14566246
10712,13500000,29027914
10739,18000000,13203044
10748,11400000,29830239
10758,1500000,22217183
10773,20000000,27836366
10822,4600000,968805
10833,38000000,57753825
10862,35000000,53425292
10878,22000000,25873142
10894,1750000,634803
10913,8000000,446438
10935,44000000,3484523
10956,16000000,30987695
10972,1500000,1619602
10981,4000000,63180
11022,7500000,11843260
11023,2000000,9505996
11025,40000000,21215882
11058,30000000,16910708
11088,35000000,28906817
11093,16500000,16157923
11109,11000000,13353855
11113,17000000,72070955
11129,3300000,5422740
11184,11000000,13000959
11194,2000000,15396525
11199,60000000,253555383
11208,30000000,21577076
11217,8500000,7573551
11224,2900000,263591415
11313,31000000,30885781
11358,56000000,47313824
11363,3500000,13795053
11368,1500000,2730877
11375,75000000,50409753
11380,10000000,8378853
11413,10000000,38364855
11446,800000,5034794
11452,6000000,39241323
11453,22000000,45273464
11458,20000000,5694213
11483,40000000,6341825
11516,28000000,39134983
11545,10000000,19080435
11600,5000000,861325
11648,35000000,58405313
11660,6000,240495
11798,2380000,8739576
11826,4300000,10158355
11835,20000000,16907831
11857,18000000,43308707
11870,15000000,52461017
11889,5500000,15155021
11891,10000000,17033556
11892,50000000,56643267
11908,1500000,240396
11956,300000,2525984
11968,50000000,41982227
11976,25000000,23506237
12079,4500000,1022649
12085,22000000,25044057
12094,11000000,85278712
12109,2000000,2226603
12138,62000000,18708848
12149,11000000,19947280
12182,10000000,33886017
12192,8000000,3270974
12247,250000,284174
12277,25000000,40796145
12281,500000,1348750
12289,40000000,119627047
12312,38000000,24515990
12400,7000000,2667084
12412,45000000,9676497
12498,4833610,34175000
12569,7500000,10849158
12586,3300000,12405473
12612,2000000,105377
12621,9000000,4934104
12657,16000000,14553807
12658,23000000,38684906
12690,20000000,27911453
12797,20000000,29843245
12819,20000000,48958353
12834,9000000,85527
12877,1125000,414736
12920,32000000,39498360
13007,2500000,13881317
13067,10500000,14140402
13121,2000000,2350641
13132,1000000,703020
13141,2000000,2077844
13156,30000000,47902566
13159,20000000,20819601
13160,10000000,21596074
13191,10000000,1299855
13198,1000000,473769
13201,10000000,6244618
13259,5000000,989319
13260,55000000,43980363
13279,20000000,44821299
13291,22000000,27882226
13362,1000000,304472
13369,3500000,18495444
13374,25000000,25732334
13403,6000000,3740030
13411,15000000,34499204
13416,30000000,61950770
13429,750000,814801
13435,12500000,23367586
13455,38000000,44411527
13460,33000000,21621188
13495,28000000,22860477
13510,2000000,4294373
13539,15000000,10845127
13569,2400000,1420418
13688,20000000,47300771
13751,8000000,18959424
13768,15000000,19344615
13771,6000000,7818479
13778,17000000,23734486
13785,6000000,20695413
13812,12000000,41924774
13856,1000000,26822
13920,35000000,53293628
13950,14000000,25873145
13967,30000000,35891257
13969,30000000,10419084
13982,3000000,4002884
13996,5000000,4815890
14012,15000000,21896367
14024,15000000,14811980
14033,14000000,4288246
14034,30000000,38462071
14048,1900000,5617067
14054,1500000,414404
14057,9000000,2548378
14112,7000000,2703821
14113,35000000,12506188
14114,8000000,50811858
14120,10000000,11924041
14144,6000000,18209872
14175,35000000,64188387
14177,25000000,38351350
14181,9000000,28773637
14191,12000000,22978953
14195,10000000,1953882
14220,20000000,6947084
14256,3500000,113783
14278,350000,1772979
14295,1200000,10827356
14299,12000000,8942516
14324,38000000,5473041
14337,7000,841926
14353,8500000,198883
14358,500000,9387581
14359,20000000,53191101
14369,11000000,14786394
14395,10750000,32575443
14434,14000000,13205411
14517,4000000,973613
14527,5800000,421021
14538,20000000,22139590
14544,10000000,17433072
14576,6800000,9533964
14578,7000000,7824358
14582,20000000,4453327
14623,55000000,28231444
14629,8000000,10192613
14652,20000000,8361736
14655,40000000,12345883
14757,500000,1971479
14758,200000,52443
14805,35000000,15471969
14834,5000000,10732909
14844,23000000,12291975
14846,30000000,21758371
14914,20000000,4504111
14968,8000000,48000000
14976,12000000,17475475
15013,7000000,463039
15028,26000000,38788828
15028,26000000,38788828
15049,8000000,12740705
15074,40000000,12624471
15173,14000000,25608779
15186,2000000,3438804
15237,15000000,18524496
15250,13000000,49733545
15544,1200000,81338
15644,20000000,16612072
15647,1500000,9345061
15708,850000,865708
15745,5000000,5476060
15907,12000000,994790
16072,55000000,12923936
16232,30000000,21827296
16353,15000000,7583050
16428,9000000,12512317
16577,65000000,41636243
16614,9800000,17553055
16642,3000000,3660880
16988,17000000,8607815
16991,18000000,27148898
16995,60000000,88832210
17047,26000000,28703083
17134,20000000,17306648
17186,30000000,3252550
17287,450000,22623
17379,45000000,43343247
17431,5000000,10676073
17610,60000000,57604723
17622,10000000,997921
17707,25000000,11115766
17708,11000000,25116103
17880,15000000,33508485
17908,7000000,35795319
17927,20000000,18608570
18065,3000000,10172519
18074,16000000,6615452
18147,25000000,21970831
18191,10000000,241719
18206,1000000,844377
18238,2000000,3620902
18276,15000000,8224998
18292,42000,342722
18442,5000000,96760
18516,10000000,90909
18533,230000,2703762
18570,1000000,4731944
18681,15000000,18260865
18701,18000000,14488705
18900,3500000,13007551
18925,100000,10243159
19084,12000000,31286759
19255,21000000,10108016
19316,2500000,1269705
19344,1000000,5382
19405,10000000,44451470
19556,6000000,4713059
19644,8500000,30298347
19840,18000000,16382538
19898,40000000,17033431
19994,16000000,31943401
20009,11000000,5942218
20178,10000000,295750
20296,1000000,1549000
20360,8400000,6831069
20483,18000000,16959614
20533,47000000,11022696
20616,10000000,34364995
20637,1000000,1425707
20737,3000000,27788649
20764,2500000,108907
20794,6000000,2522928
20857,21000000,43728560
20862,2000000,7756617
21014,5000000,4414753
21074,2500000,3838486
21208,20000000,78769428
21311,34000000,14291999
21461,2700000,31517561
21494,21600000,791154
21525,300000,7808524
21724,25000000,32092761
21765,17000000,45312217
22051,3200000,2828590
22074,20000000,19121531
22314,7000000,15471229
22327,18000000,19685588
22538,85000000,48056764
22617,2000000,1075504
22796,20000000,18310591
22804,11000000,69752402
22805,10000000,723388
22820,9500000,118482
22832,50000000,62209892
23049,17000000,20465206
23367,20000000,12967829
23655,500000,1167524
23706,15000000,40127259
23963,1500000,31916
24066,1700000,2891228
24356,7500000,555335
24363,2000000,466106
24424,1000000,2721096
24432,20000000,28058652
24469,3000000,5922292
24621,9000000,12657377
24664,10000000,2373937
25132,20000000,29870801
25195,19000000,32618920
25196,8500000,47417251
25212,800000,371647
25248,5200000,1695126
25312,1700000,661221
25350,10000000,290875
25461,800000,2900578
25462,13000000,22391450
25636,2500000,1687548
25643,18000000,36133014
25704,15000000,6561243
25941,7300000,12023606
26320,29000000,10066366
26379,4300000,9791282
26390,17000000,39233233
26518,300000,399908
26618,8000000,2256606
26688,12500000,26735797
26710,12000000,17322212
26815,1070000,5348767
27360,25000000,4049527
27569,31000000,15826984
27588,1300000,13465
27936,42000000,11756922
28053,6000000,8173486
28211,13000000,11831131
28355,27000000,28773827
29963,8500000,17220091
30082,1500000,172569
30128,7000000,1429453
30139,3000000,7301115
30309,3000000,7777790
31007,10000000,355919
31117,20000000,9355369
31174,9200000,4199334
31175,4900000,23347469
32235,1900000,1445140
32456,1000000,2315026
32740,10000000,32430721
32823,40000000,91455875
33430,500000,1027228
33511,1900000,7785229
33870,18000000,25941437
34016,20000000,48680977
34043,10000000,4690802
34563,14000000,21410546
34647,16000000,1467278
35169,35000000,39340177
35199,500000,3177636
35691,3000000,3237452
35944,6000000,4316497
36355,25530000,30593313
37003,15000000,26170402
37080,7000000,6537179
37232,1800000,1322161
37495,3750000,2436111
37532,1000000,1087521
37707,30000000,26857459
37737,9200000,17155193
37861,5700000,731613
37931,10000000,8629895
37959,6500000,28383441
37964,8000000,28315272
38031,15000000,34247816
38033,3000000,1022453
38047,2000000,76654
38093,12000000,21867665
38407,50000000,15505922
38415,6750000,6812530
38448,12000000,557545
38543,25000000,5297411
38778,69000000,86796502
38810,323000,1373407
38843,15000000,27469621
39053,7000000,10062896
39055,10000000,721108
39141,150000,3270128
39180,16000000,43057552
39183,1000000,215559
39349,10000000,18423914
39845,25000000,146149
39939,1200000,23046142
40247,3000000,4570178
40658,640000,14812
41110,10000000,15132211
41144,500000,3824868
41402,20000000,28270399
41469,1000000,3465703
42057,10000000,1642939
42888,120000000,49628177
43434,18000000,157002
43923,8000000,6632950
43931,25000000,16727470
43933,500000,5639730
43935,20000000,6093725
43942,2900000,172867
43949,14000000,4289993
44009,8000000,20005613
44092,14000000,11354230
44113,22000000,4065020
44260,6000000,26007
44412,12000000,622273
44629,4200000,8078683
44718,7000000,10828305
44754,14000000,623292
45054,36000000,4020990
45094,12500000,11826980
45132,2500000,593933
45324,12500000,2272186
45658,5000000,2821010
45712,30000000,4967493
45958,35000000,24687524
46138,8000000,15644196
46261,25000000,39126427
46503,20000000,873617
46829,30000000,8845575
46838,5000000,5476793
46849,2500000,72260
46989,1000000,475367
47327,50000000,41042583
47607,50000,424149
47692,15000000,1970268
47890,10000000,11400000
48463,1400000,56073
48572,4000000,1983596
49010,3000000,834953
49020,1900000,4581937
49526,35000000,31393201
49963,1000000,1615787
50321,150000000,39549758
50357,5000000,26517819
50601,12000000,87793
50647,32500000,24159934
50698,2000000,2151887
50725,19000000,7576604
50837,1000000,5438911
50875,1800000,842693
51384,5000000,282687
51588,8000000,10763183
52015,4000000,679482
52032,350000,310891
52067,10000000,7862131
53113,30000000,26708196
53457,14500000,25480031
55306,2700000,15600000
55420,175000,2102779
55561,2000000,539961
55616,1100000,81371
56666,1000000,1179462
56715,40000000,16172200
57022,5600000,3281898
57120,2000000,1869928
58051,10100000,18726300
58431,28000000,16311335
59678,13000000,6459183
59968,5000000,25861249
60420,250000,3731489
60421,900000,958978
60422,4000000,978527
60599,12000000,35830713
62206,28000000,40966716
62215,9400000,21817298
62255,6500000,3149
62320,500000,44793168
62676,8300000,2598224
63006,5200000,11633427
63492,20000000,30163785
63574,27500000,31157914
65749,4500000,5428387
66025,1500000,372239
66125,9100000,20927794
66942,2900000,25935
68818,4500000,1217307
69668,50000000,41642166
70074,55000000,22597969
70805,450000,450349
70868,24000000,24474463
71157,8900000,22744132
71859,7000000,10765283
72213,2000000,35185884
72359,15000000,9307166
73935,16000000,94812
74510,750000,7712436
74725,800000,462206
74777,70000,8555
75900,10000000,34240572
76996,250000,743216
78307,250000,237816
78381,7000000,1268346
78698,40000000,25268680
79316,7000000,36146087
79777,13000000,509193
80304,6000000,8446952
81220,500000,7890
81836,21500000,74326015
82532,10000000,4708127
82533,3000000,1324299
82631,19000000,5745503
82684,20000000,8300821
83770,25000000,9313302
83860,1000000,5391992
84188,270000,830700
84197,1250000,2940411
84200,850000,1386088
84204,5300000,440821
84332,750000,4422318
86812,135000,429448
87818,10000000,31164747
88005,10000000,11766959
89325,12000000,1200346
90369,500000,2141436
91979,20000000,12967829
92182,2000000,16610760
94352,25000000,28012862
96238,500000,308793
97365,19500000,29393634
98357,35000000,34480045
98548,16000000,12519804
101173,10000000,1049641
102362,30000000,19599974
103328,4000000,4230426
103731,10000000,31556959
109410,40000000,97470701
111794,66000,602920
115210,2000000,63555
115348,40000000,16173593
115782,18000000,43402515
116977,45000000,73706
121986,3000000,11267511
122081,5000000,31149251
125052,500000,367582
125263,600000,85343
125490,3100000,123407
