n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,bootstrap,criterion,result
10,,10,2,3,True,entropy,0.829903692743
15,,10,2,3,True,entropy,0.844106038784
20,,10,2,3,True,entropy,0.841846690416
10,,10,3,3,True,entropy,0.830585807652
15,,10,3,3,True,entropy,0.844826710452
20,,10,3,3,True,entropy,0.837282182175
10,,10,5,3,True,entropy,0.820322388024
15,,10,5,3,True,entropy,0.836106428934
20,,10,5,3,True,entropy,0.845171753427
10,,10,10,3,True,entropy,0.832017263348
15,,10,10,3,True,entropy,0.833020794895
20,,10,10,3,True,entropy,0.834271456494
10,,10,2,10,True,entropy,0.788814586586
15,,10,2,10,True,entropy,0.80602052543
20,,10,2,10,True,entropy,0.819217562216
10,,10,3,10,True,entropy,0.812558139086
15,,10,3,10,True,entropy,0.812829431545
20,,10,3,10,True,entropy,0.806510476262
10,,10,5,10,True,entropy,0.796330720256
15,,10,5,10,True,entropy,0.808743614657
20,,10,5,10,True,entropy,0.821292099462
10,,10,10,10,True,entropy,0.809272724779
15,,10,10,10,True,entropy,0.813559385836
20,,10,10,10,True,entropy,0.812023436376
10,,15,2,1,True,entropy,0.87728353759
15,,15,2,1,True,entropy,0.893053650551
20,,15,2,1,True,entropy,0.899823956385
10,,15,3,1,True,entropy,0.876354574852
15,,15,3,1,True,entropy,0.898244597953
20,,15,3,1,True,entropy,0.898738078549
10,,15,5,1,True,entropy,0.872168489055
15,,15,5,1,True,entropy,0.891981588763
20,,15,5,1,True,entropy,0.890930040919
10,,15,10,1,True,entropy,0.863073194261
15,,15,10,1,True,entropy,0.871453359594
20,,15,10,1,True,entropy,0.881994247064
10,,15,2,3,True,entropy,0.842866463952
15,,15,2,3,True,entropy,0.849708348361
20,,15,2,3,True,entropy,0.857936818761
10,,15,3,3,True,entropy,0.841937927326
15,,15,3,3,True,entropy,0.862342634761
20,,15,3,3,True,entropy,0.856989493878
10,,15,5,3,True,entropy,0.841925241761
15,,15,5,3,True,entropy,0.853847307088
20,,15,5,3,True,entropy,0.859795031321
10,,15,10,3,True,entropy,0.846591112872
15,,15,10,3,True,entropy,0.84067445414
20,,15,10,3,True,entropy,0.847988113618
10,,15,2,10,True,entropy,0.814736431049
15,,15,2,10,True,entropy,0.820278118173
20,,15,2,10,True,entropy,0.81646067124
10,,15,3,10,True,entropy,0.819834538115
15,,15,3,10,True,entropy,0.828853453496
20,,15,3,10,True,entropy,0.827822633481
10,,15,5,10,True,entropy,0.825742162545
15,,15,5,10,True,entropy,0.82557723504
20,,15,5,10,True,entropy,0.822669672344
10,,15,10,10,True,entropy,0.820635702899
15,,15,10,10,True,entropy,0.828311779673
20,,15,10,10,True,entropy,0.82376213293
10,,20,2,1,True,entropy,0.880900795465
15,,20,2,1,True,entropy,0.902938194877
20,,20,2,1,True,entropy,0.896198053172
10,,20,3,1,True,entropy,0.892505246357
15,,20,3,1,True,entropy,0.901402459265
20,,20,3,1,True,entropy,0.901368746372
10,,20,5,1,True,entropy,0.872645118937
15,,20,5,1,True,entropy,0.891954803692
20,,20,5,1,True,entropy,0.899782452676
10,,20,10,1,True,entropy,0.868910297767
15,,20,10,1,True,entropy,0.875060381449
20,,20,10,1,True,entropy,0.877076126951
10,,20,2,3,True,entropy,0.862866529305
15,,20,2,3,True,entropy,0.862895004131
20,,20,2,3,True,entropy,0.867050017117
10,,20,3,3,True,entropy,0.860223484518
15,,20,3,3,True,entropy,0.856462685906
20,,20,3,3,True,entropy,0.863431943018
10,,20,5,3,True,entropy,0.863006193924
15,,20,5,3,True,entropy,0.855843925476
20,,20,5,3,True,entropy,0.862892385374
10,,20,10,3,True,entropy,0.858095910539
15,,20,10,3,True,entropy,0.860792939085
20,,20,10,3,True,entropy,0.862165149755
10,,20,2,10,True,entropy,0.824964127268
15,,20,2,10,True,entropy,0.82612227879
20,,20,2,10,True,entropy,0.823658832261
10,,20,3,10,True,entropy,0.818537521427
15,,20,3,10,True,entropy,0.827179092213
20,,20,3,10,True,entropy,0.829449549295
10,,20,5,10,True,entropy,0.825183470734
15,,20,5,10,True,entropy,0.833510138798
20,,20,5,10,True,entropy,0.828769091745
10,,20,10,10,True,entropy,0.824033891597
15,,20,10,10,True,entropy,0.829461260185
20,,20,10,10,True,entropy,0.836370014046
10,3,1,2,1,False,gini,0.621311313355
15,3,1,2,1,False,gini,0.65857663593
20,3,1,2,1,False,gini,0.666976036266
10,3,1,3,1,False,gini,0.599409701435
15,3,1,3,1,False,gini,0.713153434734
20,3,1,3,1,False,gini,0.684324446996
10,3,1,5,1,False,gini,0.559776422716
15,3,1,5,1,False,gini,0.673965320629
20,3,1,5,1,False,gini,0.666175348267
10,3,1,10,1,False,gini,0.607228521959
15,3,1,10,1,False,gini,0.667229715527
20,3,1,10,1,False,gini,0.679256313239
10,3,1,2,3,False,gini,0.653444029017
15,3,1,2,3,False,gini,0.63422793073
20,3,1,2,3,False,gini,0.649817760841
10,3,1,3,3,False,gini,0.576207703298
15,3,1,3,3,False,gini,0.629535557453
20,3,1,3,3,False,gini,0.633454576904
10,3,1,5,3,False,gini,0.6054909726
15,3,1,5,3,False,gini,0.646403405566
20,3,1,5,3,False,gini,0.667934628272
10,3,1,10,3,False,gini,0.601598358758
15,3,1,10,3,False,gini,0.588528604589
20,3,1,10,3,False,gini,0.654204048228
10,3,1,2,10,False,gini,0.596497331855
15,3,1,2,10,False,gini,0.697117516327
20,3,1,2,10,False,gini,0.598462419828
10,3,1,3,10,False,gini,0.533065102438
15,3,1,3,10,False,gini,0.578890371174
20,3,1,3,10,False,gini,0.597893258268
10,3,1,5,10,False,gini,0.56179609609
15,3,1,5,10,False,gini,0.57286030734
20,3,1,5,10,False,gini,0.61195177463
10,3,1,10,10,False,gini,0.61484383594
15,3,1,10,10,False,gini,0.595554811764
20,3,1,10,10,False,gini,0.571581488006
10,3,3,2,1,False,gini,0.675058737185
15,3,3,2,1,False,gini,0.717902688551
20,3,3,2,1,False,gini,0.700457530193
10,3,3,3,1,False,gini,0.652836995727
15,3,3,3,1,False,gini,0.695809833294
20,3,3,3,1,False,gini,0.693094882141
10,3,3,5,1,False,gini,0.687470475878
15,3,3,5,1,False,gini,0.693916832853
20,3,3,5,1,False,gini,0.691971454379
10,3,3,10,1,False,gini,0.647176089067
15,3,3,10,1,False,gini,0.688274327935
20,3,3,10,1,False,gini,0.676449428085
10,3,3,2,3,False,gini,0.661873741321
15,3,3,2,3,False,gini,0.700986584172
20,3,3,2,3,False,gini,0.727328656363
10,3,3,3,3,False,gini,0.652890085072
15,3,3,3,3,False,gini,0.675765918741
20,3,3,3,3,False,gini,0.682929073174
10,3,3,5,3,False,gini,0.693223270055
15,3,3,5,3,False,gini,0.726793422246
20,3,3,5,3,False,gini,0.723226873233
10,3,3,10,3,False,gini,0.660103288709
15,3,3,10,3,False,gini,0.684831842136
20,3,3,10,3,False,gini,0.704341781431
10,3,3,2,10,False,gini,0.718988397137
15,3,3,2,10,False,gini,0.621830665389
20,3,3,2,10,False,gini,0.71202611224
10,3,3,3,10,False,gini,0.664792922918
15,3,3,3,10,False,gini,0.694582072456
20,3,3,3,10,False,gini,0.706880825632
10,3,3,5,10,False,gini,0.633511230221
15,3,3,5,10,False,gini,0.648924047021
20,3,3,5,10,False,gini,0.69434678777
10,3,3,10,10,False,gini,0.651080917203
15,3,3,10,10,False,gini,0.727671898513
20,3,3,10,10,False,gini,0.723893795366
10,3,10,2,1,False,gini,0.752005933111
15,3,10,2,1,False,gini,0.740976357705
20,3,10,2,1,False,gini,0.756599994308
10,3,10,3,1,False,gini,0.753426601057
15,3,10,3,1,False,gini,0.758592590483
20,3,10,3,1,False,gini,0.763547406288
10,3,10,5,1,False,gini,0.754341289538
15,3,10,5,1,False,gini,0.755796935414
20,3,10,5,1,False,gini,0.757217914694
10,3,10,10,1,False,gini,0.724295291608
15,3,10,10,1,False,gini,0.745728632736
20,3,10,10,1,False,gini,0.757408831612
10,3,10,2,3,False,gini,0.739835390731
15,3,10,2,3,False,gini,0.751126868508
20,3,10,2,3,False,gini,0.74767474864
10,3,10,3,3,False,gini,0.757617786437
15,3,10,3,3,False,gini,0.741239916215
20,3,10,3,3,False,gini,0.743147641979
10,3,10,5,3,False,gini,0.745247654092
15,3,10,5,3,False,gini,0.769584358927
20,3,10,5,3,False,gini,0.759065920765
10,3,10,10,3,False,gini,0.756510672885
15,3,10,10,3,False,gini,0.761109266166
20,3,10,10,3,False,gini,0.753090859526
10,3,10,2,10,False,gini,0.731215815044
15,3,10,2,10,False,gini,0.761550847244
20,3,10,2,10,False,gini,0.765747137732
10,3,10,3,10,False,gini,0.74161864456
15,3,10,3,10,False,gini,0.744510336556
20,3,10,3,10,False,gini,0.750331794343
10,3,10,5,10,False,gini,0.754669816772
15,3,10,5,10,False,gini,0.748746546298
20,3,10,5,10,False,gini,0.746646528656
10,3,10,10,10,False,gini,0.765183273004
15,3,10,10,10,False,gini,0.738004866607
20,3,10,10,10,False,gini,0.744593633861
10,3,15,2,1,False,gini,0.772776028702
15,3,15,2,1,False,gini,0.771655411511
20,3,15,2,1,False,gini,0.760651590536
10,3,15,3,1,False,gini,0.777145158866
15,3,15,3,1,False,gini,0.770882194683
20,3,15,3,1,False,gini,0.770453153433
10,3,15,5,1,False,gini,0.764767195598
15,3,15,5,1,False,gini,0.765983127281
20,3,15,5,1,False,gini,0.758920980941
10,3,15,10,1,False,gini,0.755618124649
15,3,15,10,1,False,gini,0.768266031487
20,3,15,10,1,False,gini,0.769426602688
10,3,15,2,3,False,gini,0.731591439847
15,3,15,2,3,False,gini,0.750787229442
20,3,15,2,3,False,gini,0.778774382581
10,3,15,3,3,False,gini,0.761130025374
15,3,15,3,3,False,gini,0.761374767023
20,3,15,3,3,False,gini,0.769951535226
10,3,15,5,3,False,gini,0.768777411138
15,3,15,5,3,False,gini,0.763818198096
20,3,15,5,3,False,gini,0.766780629706
10,3,15,10,3,False,gini,0.780272029129
15,3,15,10,3,False,gini,0.768078775433
20,3,15,10,3,False,gini,0.769835508838
10,3,15,2,10,False,gini,0.77072724009
15,3,15,2,10,False,gini,0.777682028494
20,3,15,2,10,False,gini,0.772919961875
10,3,15,3,10,False,gini,0.763783803611
15,3,15,3,10,False,gini,0.778919862507
20,3,15,3,10,False,gini,0.773651226919
10,3,15,5,10,False,gini,0.750033737608
15,3,15,5,10,False,gini,0.755532924102
20,3,15,5,10,False,gini,0.754861785631
10,3,15,10,10,False,gini,0.757283335366
15,3,15,10,10,False,gini,0.764587912468
20,3,15,10,10,False,gini,0.755999947482
10,3,20,2,1,False,gini,0.769046360229
15,3,20,2,1,False,gini,0.778553733614
20,3,20,2,1,False,gini,0.771469591022
10,3,20,3,1,False,gini,0.771285151138
15,3,20,3,1,False,gini,0.77353195489
20,3,20,3,1,False,gini,0.780108228952
10,3,20,5,1,False,gini,0.78360891675
15,3,20,5,1,False,gini,0.775501447464
20,3,20,5,1,False,gini,0.777597280404
10,3,20,10,1,False,gini,0.782191892881
15,3,20,10,1,False,gini,0.772439195153
20,3,20,10,1,False,gini,0.777308666886
10,3,20,2,3,False,gini,0.783401011568
15,3,20,2,3,False,gini,0.77747928564
20,3,20,2,3,False,gini,0.777633744989
10,3,20,3,3,False,gini,0.767167434865
15,3,20,3,3,False,gini,0.778009363513
20,3,20,3,3,False,gini,0.769308731963
10,3,20,5,3,False,gini,0.765596627726
15,3,20,5,3,False,gini,0.77325972623
20,3,20,5,3,False,gini,0.776178779812
10,3,20,10,3,False,gini,0.773710648373
15,3,20,10,3,False,gini,0.782111097842
20,3,20,10,3,False,gini,0.779252629986
10,3,20,2,10,False,gini,0.772367945658
15,3,20,2,10,False,gini,0.78111345153
20,3,20,2,10,False,gini,0.776360144579
10,3,20,3,10,False,gini,0.745996761418
15,3,20,3,10,False,gini,0.7755134458
20,3,20,3,10,False,gini,0.774329981002
10,3,20,5,10,False,gini,0.745689321731
15,3,20,5,10,False,gini,0.778819232877
20,3,20,5,10,False,gini,0.782561277239
10,3,20,10,10,False,gini,0.752128891972
15,3,20,10,10,False,gini,0.77986254191
20,3,20,10,10,False,gini,0.778027815493
10,,1,2,1,False,gini,0.841622279289
15,,1,2,1,False,gini,0.860638892169
20,,1,2,1,False,gini,0.86014092548
10,,1,3,1,False,gini,0.844392373053
15,,1,3,1,False,gini,0.852333757985
20,,1,3,1,False,gini,0.861712225835
10,,1,5,1,False,gini,0.853951029682
15,,1,5,1,False,gini,0.859068880814
20,,1,5,1,False,gini,0.871650667312
10,,1,10,1,False,gini,0.826765195591
15,,1,10,1,False,gini,0.862762355676
20,,1,10,1,False,gini,0.857944605013
10,,1,2,3,False,gini,0.643495410838
15,,1,2,3,False,gini,0.657330596366
20,,1,2,3,False,gini,0.675350055829
10,,1,3,3,False,gini,0.631570491333
15,,1,3,3,False,gini,0.671136030755
20,,1,3,3,False,gini,0.693374850367
10,,1,5,3,False,gini,0.646980571041
15,,1,5,3,False,gini,0.676314728975
20,,1,5,3,False,gini,0.715901699596
10,,1,10,3,False,gini,0.624617626085
15,,1,10,3,False,gini,0.657534274855
20,,1,10,3,False,gini,0.714969277314
10,,1,2,10,False,gini,0.585811179825
15,,1,2,10,False,gini,0.704252318085
20,,1,2,10,False,gini,0.627221603547
10,,1,3,10,False,gini,0.591671602436
15,,1,3,10,False,gini,0.637396023568
20,,1,3,10,False,gini,0.643279613033
10,,1,5,10,False,gini,0.583193503048
15,,1,5,10,False,gini,0.628562177612
20,,1,5,10,False,gini,0.663247724051
10,,1,10,10,False,gini,0.6150306978
15,,1,10,10,False,gini,0.650764740713
20,,1,10,10,False,gini,0.597471531841
10,,3,2,1,False,gini,0.848021024646
15,,3,2,1,False,gini,0.867983706706
20,,3,2,1,False,gini,0.876284682147
10,,3,3,1,False,gini,0.865395502907
15,,3,3,1,False,gini,0.878483859177
20,,3,3,1,False,gini,0.874745333223
10,,3,5,1,False,gini,0.866390291541
15,,3,5,1,False,gini,0.870601515579
20,,3,5,1,False,gini,0.881501599175
10,,3,10,1,False,gini,0.852259359584
15,,3,10,1,False,gini,0.859624114978
20,,3,10,1,False,gini,0.869535957774
10,,3,2,3,False,gini,0.743278562271
15,,3,2,3,False,gini,0.76628581345
20,,3,2,3,False,gini,0.78379102314
10,,3,3,3,False,gini,0.75210165128
15,,3,3,3,False,gini,0.771744451256
20,,3,3,3,False,gini,0.790348369512
10,,3,5,3,False,gini,0.765036464705
15,,3,5,3,False,gini,0.761795649847
20,,3,5,3,False,gini,0.785952541826
10,,3,10,3,False,gini,0.747935189777
15,,3,10,3,False,gini,0.773378297605
20,,3,10,3,False,gini,0.774158887467
10,,3,2,10,False,gini,0.686721883885
15,,3,2,10,False,gini,0.737924099549
20,,3,2,10,False,gini,0.740638649363
10,,3,3,10,False,gini,0.697319410853
15,,3,3,10,False,gini,0.742988368235
20,,3,3,10,False,gini,0.713816314636
10,,3,5,10,False,gini,0.737708713835
15,,3,5,10,False,gini,0.733923039604
20,,3,5,10,False,gini,0.735424853272
10,,3,10,10,False,gini,0.722888517284
15,,3,10,10,False,gini,0.717401508244
20,,3,10,10,False,gini,0.737261479491
10,,10,2,1,False,gini,0.882532482854
15,,10,2,1,False,gini,0.900352430022
20,,10,2,1,False,gini,0.895646663346
10,,10,3,1,False,gini,0.893529357318
15,,10,3,1,False,gini,0.894054243122
20,,10,3,1,False,gini,0.898260496204
10,,10,5,1,False,gini,0.890962224715
15,,10,5,1,False,gini,0.90036213743
20,,10,5,1,False,gini,0.901921659879
10,,10,10,1,False,gini,0.888269411878
15,,10,10,1,False,gini,0.887252539486
20,,10,10,1,False,gini,0.894529778944
10,,10,2,3,False,gini,0.842043109951
15,,10,2,3,False,gini,0.856626767632
20,,10,2,3,False,gini,0.854578309301
10,,10,3,3,False,gini,0.842552564421
15,,10,3,3,False,gini,0.852508658758
20,,10,3,3,False,gini,0.855968580434
10,,10,5,3,False,gini,0.852340731644
15,,10,5,3,False,gini,0.847199634581
20,,10,5,3,False,gini,0.863037276546
10,,10,10,3,False,gini,0.850935506672
15,,10,10,3,False,gini,0.838333782306
20,,10,10,3,False,gini,0.854975243201
10,,10,2,10,False,gini,0.817134929038
15,,10,2,10,False,gini,0.825200011315
20,,10,2,10,False,gini,0.826977157191
10,,10,3,10,False,gini,0.817732850823
15,,10,3,10,False,gini,0.829141903272
20,,10,3,10,False,gini,0.821391860638
10,,10,5,10,False,gini,0.805084474976
15,,10,5,10,False,gini,0.819306173262
20,,10,5,10,False,gini,0.824925631051
10,,10,10,10,False,gini,0.817702051705
15,,10,10,10,False,gini,0.814521020166
20,,10,10,10,False,gini,0.824371909414
10,,15,2,1,False,gini,0.885138313612
15,,15,2,1,False,gini,0.896716827195
20,,15,2,1,False,gini,0.907651642485
10,,15,3,1,False,gini,0.901392493569
15,,15,3,1,False,gini,0.90033465234
20,,15,3,1,False,gini,0.907630493854
10,,15,5,1,False,gini,0.900886381952
15,,15,5,1,False,gini,0.90555699265
20,,15,5,1,False,gini,0.912335074177
10,,15,10,1,False,gini,0.889885266295
15,,15,10,1,False,gini,0.894012638727
20,,15,10,1,False,gini,0.897675661501
10,,15,2,3,False,gini,0.857869925863
15,,15,2,3,False,gini,0.873476671759
20,,15,2,3,False,gini,0.875953174719
10,,15,3,3,False,gini,0.865082183438
15,,15,3,3,False,gini,0.867162191033
20,,15,3,3,False,gini,0.870180452331
10,,15,5,3,False,gini,0.861992066206
15,,15,5,3,False,gini,0.865107574889
20,,15,5,3,False,gini,0.873979662833
10,,15,10,3,False,gini,0.852556357405
15,,15,10,3,False,gini,0.867526215439
20,,15,10,3,False,gini,0.870672098348
10,,15,2,10,False,gini,0.830981658487
15,,15,2,10,False,gini,0.839812963717
20,,15,2,10,False,gini,0.833670350109
10,,15,3,10,False,gini,0.834475251203
15,,15,3,10,False,gini,0.828061773853
20,,15,3,10,False,gini,0.834570958419
10,,15,5,10,False,gini,0.825259360831
15,,15,5,10,False,gini,0.83090406109
20,,15,5,10,False,gini,0.834059722696
10,,15,10,10,False,gini,0.835279211826
15,,15,10,10,False,gini,0.843935424164
20,,15,10,10,False,gini,0.835447908979
10,,20,2,1,False,gini,0.891985210878
15,,20,2,1,False,gini,0.910753922035
20,,20,2,1,False,gini,0.901862729144
10,,20,3,1,False,gini,0.88835194004
15,,20,3,1,False,gini,0.899826714309
20,,20,3,1,False,gini,0.91026956946
10,,20,5,1,False,gini,0.898247285991
15,,20,5,1,False,gini,0.911807350474
20,,20,5,1,False,gini,0.910221947153
10,,20,10,1,False,gini,0.890367882784
15,,20,10,1,False,gini,0.896654885583
20,,20,10,1,False,gini,0.897713648948
10,,20,2,3,False,gini,0.877693049698
15,,20,2,3,False,gini,0.883478248541
20,,20,2,3,False,gini,0.881855597858
10,,20,3,3,False,gini,0.873594951932
15,,20,3,3,False,gini,0.880777765603
20,,20,3,3,False,gini,0.881874995411
10,,20,5,3,False,gini,0.878177335886
15,,20,5,3,False,gini,0.881275701285
20,,20,5,3,False,gini,0.880712614977
10,,20,10,3,False,gini,0.870372207397
15,,20,10,3,False,gini,0.874988619141
20,,20,10,3,False,gini,0.866660737728
10,,20,2,10,False,gini,0.833748973023
15,,20,2,10,False,gini,0.836490832308
20,,20,2,10,False,gini,0.838219328628
10,,20,3,10,False,gini,0.829628634382
15,,20,3,10,False,gini,0.842510955801
20,,20,3,10,False,gini,0.836145418704
10,,20,5,10,False,gini,0.832033962827
15,,20,5,10,False,gini,0.841835250214
20,,20,5,10,False,gini,0.843408924771
10,,20,10,10,False,gini,0.834634254161
15,,20,10,10,False,gini,0.838770856459
20,,20,10,10,False,gini,0.838044720456
10,3,1,2,1,False,entropy,0.617019401728
15,3,1,2,1,False,entropy,0.623436912627
20,3,1,2,1,False,entropy,0.649346113289
10,3,1,3,1,False,entropy,0.638970777619
15,3,1,3,1,False,entropy,0.680515505589
20,3,1,3,1,False,entropy,0.708328041786
10,3,1,5,1,False,entropy,0.620866079238
15,3,1,5,1,False,entropy,0.624788825555
20,3,1,5,1,False,entropy,0.684182790484
10,3,1,10,1,False,entropy,0.56382140906
15,3,1,10,1,False,entropy,0.70093028236
20,3,1,10,1,False,entropy,0.691690208219
10,3,1,2,3,False,entropy,0.576223246371
15,3,1,2,3,False,entropy,0.590414555293
20,3,1,2,3,False,entropy,0.62717908368
10,3,1,3,3,False,entropy,0.595408629534
15,3,1,3,3,False,entropy,0.658207811163
20,3,1,3,3,False,entropy,0.627918822515
10,3,1,5,3,False,entropy,0.586081833845
15,3,1,5,3,False,entropy,0.621301244018
20,3,1,5,3,False,entropy,0.648303678968
10,3,1,10,3,False,entropy,0.595723769349
15,3,1,10,3,False,entropy,0.607333665774
20,3,1,10,3,False,entropy,0.620478768367
10,3,1,2,10,False,entropy,0.561975136671
15,3,1,2,10,False,entropy,0.580082833754
20,3,1,2,10,False,entropy,0.626509772072
10,3,1,3,10,False,entropy,0.556086047062
15,3,1,3,10,False,entropy,0.559689432563
20,3,1,3,10,False,entropy,0.652514185118
10,3,1,5,10,False,entropy,0.554367950378
15,3,1,5,10,False,entropy,0.637573071283
20,3,1,5,10,False,entropy,0.634973008399
10,3,1,10,10,False,entropy,0.627632824333
15,3,1,10,10,False,entropy,0.584239869094
20,3,1,10,10,False,entropy,0.594457218109
10,3,3,2,1,False,entropy,0.681217283338
15,3,3,2,1,False,entropy,0.700202351561
20,3,3,2,1,False,entropy,0.686213264201
10,3,3,3,1,False,entropy,0.691447983996
15,3,3,3,1,False,entropy,0.679544259091
20,3,3,3,1,False,entropy,0.713265806014
10,3,3,5,1,False,entropy,0.690078787452
15,3,3,5,1,False,entropy,0.731066385686
20,3,3,5,1,False,entropy,0.691547100701
10,3,3,10,1,False,entropy,0.685390307616
15,3,3,10,1,False,entropy,0.708090706589
20,3,3,10,1,False,entropy,0.709268160114
10,3,3,2,3,False,entropy,0.648731761037
15,3,3,2,3,False,entropy,0.67816948352
20,3,3,2,3,False,entropy,0.719785436142
10,3,3,3,3,False,entropy,0.668627001823
15,3,3,3,3,False,entropy,0.688677655175
20,3,3,3,3,False,entropy,0.717124659244
10,3,3,5,3,False,entropy,0.65728559973
15,3,3,5,3,False,entropy,0.668540255676
20,3,3,5,3,False,entropy,0.706895346735
10,3,3,10,3,False,entropy,0.656451084269
15,3,3,10,3,False,entropy,0.722867780551
20,3,3,10,3,False,entropy,0.696441486608
10,3,3,2,10,False,entropy,0.640226384303
15,3,3,2,10,False,entropy,0.695592014671
20,3,3,2,10,False,entropy,0.73036418659
10,3,3,3,10,False,entropy,0.665156778448
15,3,3,3,10,False,entropy,0.658576414502
20,3,3,3,10,False,entropy,0.703686638405
10,3,3,5,10,False,entropy,0.661164147111
15,3,3,5,10,False,entropy,0.698838422606
20,3,3,5,10,False,entropy,0.671750833974
10,3,3,10,10,False,entropy,0.626942624359
15,3,3,10,10,False,entropy,0.711330744126
20,3,3,10,10,False,entropy,0.694050655045
10,3,10,2,1,False,entropy,0.751680544147
15,3,10,2,1,False,entropy,0.744298128342
20,3,10,2,1,False,entropy,0.759112494363
10,3,10,3,1,False,entropy,0.762015113053
15,3,10,3,1,False,entropy,0.734562996672
20,3,10,3,1,False,entropy,0.73958367508
10,3,10,5,1,False,entropy,0.743075375929
15,3,10,5,1,False,entropy,0.71537770907
20,3,10,5,1,False,entropy,0.756416903503
10,3,10,10,1,False,entropy,0.74564268349
15,3,10,10,1,False,entropy,0.77710274392
20,3,10,10,1,False,entropy,0.758111165935
10,3,10,2,3,False,entropy,0.738683629628
15,3,10,2,3,False,entropy,0.755488850918
20,3,10,2,3,False,entropy,0.757362401705
10,3,10,3,3,False,entropy,0.705945370678
15,3,10,3,3,False,entropy,0.721849132213
20,3,10,3,3,False,entropy,0.77185651848
10,3,10,5,3,False,entropy,0.744583230055
15,3,10,5,3,False,entropy,0.745068939112
20,3,10,5,3,False,entropy,0.773994971765
10,3,10,10,3,False,entropy,0.714332525934
15,3,10,10,3,False,entropy,0.752457570439
20,3,10,10,3,False,entropy,0.741668293966
10,3,10,2,10,False,entropy,0.743225311316
15,3,10,2,10,False,entropy,0.757465877967
20,3,10,2,10,False,entropy,0.76261125306
10,3,10,3,10,False,entropy,0.727120077491
15,3,10,3,10,False,entropy,0.772293897732
20,3,10,3,10,False,entropy,0.75787633319
10,3,10,5,10,False,entropy,0.737415170553
15,3,10,5,10,False,entropy,0.758468954382
20,3,10,5,10,False,entropy,0.766555681219
10,3,10,10,10,False,entropy,0.741416840242
15,3,10,10,10,False,entropy,0.761332700901
20,3,10,10,10,False,entropy,0.752837367618
10,3,15,2,1,False,entropy,0.762508910479
15,3,15,2,1,False,entropy,0.750488131591
20,3,15,2,1,False,entropy,0.771476075628
10,3,15,3,1,False,entropy,0.766752443947
15,3,15,3,1,False,entropy,0.761135721177
20,3,15,3,1,False,entropy,0.758413326268
10,3,15,5,1,False,entropy,0.761160722399
15,3,15,5,1,False,entropy,0.767062649741
20,3,15,5,1,False,entropy,0.763302927341
10,3,15,10,1,False,entropy,0.778954883371
15,3,15,10,1,False,entropy,0.775913358691
20,3,15,10,1,False,entropy,0.768907201656
10,3,15,2,3,False,entropy,0.760143831293
15,3,15,2,3,False,entropy,0.769067196972
20,3,15,2,3,False,entropy,0.771313651143
10,3,15,3,3,False,entropy,0.769311177455
15,3,15,3,3,False,entropy,0.761204348201
20,3,15,3,3,False,entropy,0.755188121078
10,3,15,5,3,False,entropy,0.776339609293
15,3,15,5,3,False,entropy,0.769707687072
20,3,15,5,3,False,entropy,0.771912425385
10,3,15,10,3,False,entropy,0.753300981682
15,3,15,10,3,False,entropy,0.782166406157
20,3,15,10,3,False,entropy,0.774096096618
10,3,15,2,10,False,entropy,0.776499386447
15,3,15,2,10,False,entropy,0.761138530453
20,3,15,2,10,False,entropy,0.775168057639
10,3,15,3,10,False,entropy,0.754869824731
15,3,15,3,10,False,entropy,0.764181028672
20,3,15,3,10,False,entropy,0.78172905784
10,3,15,5,10,False,entropy,0.749838658744
15,3,15,5,10,False,entropy,0.770918208714
20,3,15,5,10,False,entropy,0.775417208424
10,3,15,10,10,False,entropy,0.772266350563
15,3,15,10,10,False,entropy,0.772240218301
20,3,15,10,10,False,entropy,0.779676902926
10,3,20,2,1,False,entropy,0.785044166899
15,3,20,2,1,False,entropy,0.78449709612
20,3,20,2,1,False,entropy,0.77637967079
10,3,20,3,1,False,entropy,0.763785498375
15,3,20,3,1,False,entropy,0.7762167192
20,3,20,3,1,False,entropy,0.788673323545
10,3,20,5,1,False,entropy,0.783541679716
15,3,20,5,1,False,entropy,0.790494112135
20,3,20,5,1,False,entropy,0.782190992133
10,3,20,10,1,False,entropy,0.764907325201
15,3,20,10,1,False,entropy,0.768875644815
20,3,20,10,1,False,entropy,0.785427089993
10,3,20,2,3,False,entropy,0.776604933664
15,3,20,2,3,False,entropy,0.767445283579
20,3,20,2,3,False,entropy,0.779849090011
10,3,20,3,3,False,entropy,0.77221116938
15,3,20,3,3,False,entropy,0.779371761889
20,3,20,3,3,False,entropy,0.782696023943
10,3,20,5,3,False,entropy,0.774716298538
15,3,20,5,3,False,entropy,0.787618158721
20,3,20,5,3,False,entropy,0.776469203923
10,3,20,10,3,False,entropy,0.776357058011
15,3,20,10,3,False,entropy,0.778330882923
20,3,20,10,3,False,entropy,0.774370816171
10,3,20,2,10,False,entropy,0.787689577296
15,3,20,2,10,False,entropy,0.781402242162
20,3,20,2,10,False,entropy,0.782309020548
10,3,20,3,10,False,entropy,0.782289898071
15,3,20,3,10,False,entropy,0.776645498161
20,3,20,3,10,False,entropy,0.780962429505
10,3,20,5,10,False,entropy,0.765511089824
15,3,20,5,10,False,entropy,0.787650459957
20,3,20,5,10,False,entropy,0.781099874702
10,3,20,10,10,False,entropy,0.780852897647
